 X,Y,Z,VX,VY,VZ,D,Masa,RHO
  7.62818202510740732E-003 ,  4.02382877344756133E-003 , -9.77584838826101770E-004 ,   489.32087482806503      ,   497.17848993476161      ,  -319.07084224993775      ,  8.67963312146883929E-003 ,  3.88119949734836879E-005 ,  8.73084869548560255E-018
  1.31227141876935930E-003 , -3.10897438078251709E-003 , -7.19342762413721008E-004 ,   407.31627559293855      ,   197.39832128191506      ,  -408.33998425811205      ,  3.45039591738658096E-003 ,  9.08011619811371841E-004 ,  2.74310633574538716E-015
  1.03278144861662603E-003 , -1.54056255009608770E-003 , -4.56804633466823267E-004 ,  -4.2298238711569676      ,   230.23155589456954      ,   116.17604648146194      ,  1.91014160849974058E-003 ,  8.94917109075964363E-004 ,  9.03604753169992250E-016
 -1.48199198052685402E-002 ,  7.63223563649774710E-003 , -1.62135800368217071E-003 ,  -467.10541940719685      ,  -136.60642127101138      ,   6.0383487590509031      ,  1.67484281537618081E-002 ,  5.39652336789037362E-004 ,  1.00387063259183827E-017
 -4.78727270914481359E-003 ,  3.38457319516080862E-003 , -2.52403033408602189E-003 ,  -835.70216486832487      ,  -12.110394126891665      ,  -214.71628740263642      ,  6.38310620564237242E-003 ,  4.32695174997357239E-004 ,  5.62651880183034217E-018
 -1.13877028560490645E-002 ,  1.31933648778333689E-003 ,  2.80364102746332670E-004 ,  -511.05568124978043      ,   17.036232301841419      ,   57.679978821098821      ,  1.14673026094096447E-002 ,  8.39636632650890709E-004 ,  7.24674961600288496E-018
  2.53386612648373111E-003 , -3.85285534534624430E-003 , -2.32154871408621328E-004 ,   571.72182596728646      ,   730.06215835374212      ,  -240.47434316435036      ,  4.61723594192711261E-003 ,  3.42425908727961954E-004 ,  1.50021036330884641E-015
  9.20506755592606987E-003 , -2.71723172341726800E-003 , -9.87529363020035918E-004 ,  -232.33088941853035      ,   472.27547661050676      ,   129.31526634616259      ,  9.64841081166917768E-003 ,  8.18043411611941215E-004 ,  5.71380108670070476E-017
 -1.93910151267492198E-002 , -8.70669253598193617E-003 ,  3.43941513530410898E-003 ,  -233.71233163035865      ,  -413.71612496261133      ,  -215.98604754060949      ,  2.15324763795272656E-002 ,  2.55615021641012222E-004 ,  1.78224852368435022E-018
  6.90019315998039503E-003 , -3.62573792504660960E-003 , -1.80891457505995517E-004 ,   179.03212064270144      ,   330.47202677419119      ,   95.155379403499765      ,  7.79688161161628569E-003 ,  5.26922260144887925E-004 ,  3.23420005317255573E-017
  2.57832532602872422E-003 , -3.78432457891140703E-003 , -6.54884002222758219E-004 ,   201.26648764512905      ,   647.89289919975715      ,  -165.97936263838264      ,  4.62576988854411335E-003 ,  2.64321618183534018E-004 ,  2.32282901848652746E-015
  1.17095830679997122E-003 , -2.56386701817075359E-003 , -9.27314650984054577E-004 ,   433.55563848641617      ,   263.56189621541608      ,   50.888470022734829      ,  2.96723270153476928E-003 ,  4.71902517973284716E-005 ,  2.44818143796739103E-015
 -5.80417291192308026E-003 , -7.48145466033754442E-003 ,  2.33550977425244291E-003 ,   113.60702463897043      ,  -52.208939082347662      ,   2.6660371030164325      ,  9.75270182727928578E-003 ,  6.76646633867675510E-004 ,  2.04350143023758627E-017
  9.75011464225671487E-004 , -3.14031363763387370E-003 , -4.58165126665113526E-004 ,   485.53318894005133      ,  -232.57531704846824      ,   131.55025779674699      ,  3.31995969574524217E-003 ,  9.27506479704862455E-004 ,  1.88830831152250236E-015
 -1.12515714174185096E-002 ,  1.47258056690548330E-003 , -9.28741219077459479E-004 ,  -512.11038734907959      ,  -564.49238876909646      ,   48.584425516711164      ,  1.13854693859897719E-002 ,  5.14464557024066913E-004 ,  7.57278645974129559E-018
  2.48772922394741014E-004 ,  1.88392821162218201E-004 , -1.69729569357346659E-003 ,  -380.71762881317602      ,  -77.877352959429302      ,  -152.44288137945807      ,  1.72574404052435143E-003 ,  5.36437167736124104E-004 ,  3.05109677564740977E-016
  8.06571365421067062E-005 , -3.85265652760128589E-004 , -1.21484107310963698E-003 ,   43.081395413234695      ,  -252.18542550515909      ,   49.724271965459074      ,  1.27701763096130911E-003 ,  8.37290507156805567E-004 ,  3.70663917586399869E-016
  1.05125752577738228E-002 , -2.88069015347503518E-003 , -6.99542209072015605E-004 ,  -194.16225323880616      ,   327.57521107366449      ,   102.92363017644510      ,  1.09225442829479855E-002 ,  1.92587780750708067E-004 ,  5.62428736217581644E-017
 -1.27645220477063965E-002 , -3.59048470068283523E-003 ,  2.91277751695211487E-003 ,   3.8019706169059018      ,  -573.83974512086365      ,  -21.085112490193659      ,  1.35760405257012232E-002 ,  6.78787514237777284E-004 ,  7.14948218351716041E-018
 -7.05325346800641899E-003 , -1.80499439504345112E-002 ,  3.53194771672920476E-003 ,  -234.60047746579357      ,  -673.94220627313416      ,   246.61992943683231      ,  1.96983125107578864E-002 ,  6.89718731592903851E-004 ,  5.99423739178763963E-019
  1.51927276005890920E-002 , -6.37223955748083670E-003 , -2.58317652412445387E-003 ,   266.20768094944412      ,   354.44432592618273      ,  -379.05238507204035      ,  1.66762468762732367E-002 ,  7.40250130495759945E-004 ,  1.58384665999439276E-017
  5.79481500807152872E-003 , -1.47401279294113747E-002 ,  1.79435154418932014E-003 ,   498.14686821829929      ,  -685.23038233410648      ,   171.29116610534393      ,  1.59396031888287271E-002 ,  8.32320503357875997E-004 ,  7.66233246857557906E-019
 -9.66948956736924173E-003 ,  5.14650329431377666E-003 , -1.80679230371437525E-003 ,  -449.00025854450428      ,  -367.80521063995349      ,  -131.61383577483198      ,  1.11018026950854536E-002 ,  1.43966861512506526E-004 ,  3.53593302927378143E-017
 -2.71056694259584749E-003 , -1.59356509348525504E-003 , -1.40167850270079717E-003 ,  -435.37446158456589      ,  -296.59873598778825      ,  -99.231167182304418      ,  3.44257541419234819E-003 ,  4.23524296616406126E-004 ,  2.77662642231483188E-017
  3.81774865773295558E-002 , -2.70244419599026744E-003 , -1.38850028633903558E-003 ,   1567.8584259943452      ,   126.44686293038360      ,  -24.883994110515477      ,  3.82981934174418115E-002 ,  7.64958979696863501E-004 ,  2.30136753019124519E-019
  6.26763989401687548E-003 , -2.62653203309687030E-003 ,  1.05881077133846129E-003 ,   569.41620947113245      ,   511.64259061749391      ,   49.902509382331615      ,  6.87772205104700361E-003 ,  3.51676508597632006E-006 ,  2.99939817481305322E-017
  2.92165332880467803E-002 , -2.01397092759686806E-002 ,  5.38681329880296572E-003 ,   478.99307649686523      ,  -444.43089942648214      ,   293.90565684041911      ,  3.58919414995656771E-002 ,  4.90190985857584093E-004 ,  8.04887717783617681E-020
  1.47729702733550672E-003 , -4.55544506888624218E-003 , -4.62260008548362832E-005 ,   633.43323437668437      ,   488.29781490323728      ,   197.06742196732051      ,  4.78921946936756472E-003 ,  8.47383667554760765E-004 ,  1.13469012479741764E-015
 -9.90673396931901311E-003 ,  7.62777150409432118E-003 , -1.41086377861892394E-003 ,  -524.55209235062910      ,  -264.24711508646686      ,  -183.70444567576357      ,  1.25824009099754670E-002 ,  7.40202034502268364E-004 ,  4.23409914205625760E-017
  1.64965516383924898E-002 , -5.44769341824114829E-003 , -1.58446104340415148E-003 ,   416.83836917410866      ,   456.41679470761363      ,  -116.46259566585269      ,  1.74448873981852687E-002 ,  3.26399678841549979E-004 ,  1.35766017745794153E-017
 -7.81032648891740334E-003 ,  8.01438514034267732E-003 , -1.87770960496470483E-003 ,  -381.77514622635204      ,  -91.936775686760797      ,  -131.26820183277994      ,  1.13471301394584816E-002 ,  4.92716622678986095E-004 ,  2.42856826455269091E-017
  2.61551765080417263E-003 , -5.49460769342686767E-004 , -1.56988393051663163E-003 ,  -207.53149563189933      ,   377.75843644689877      ,  -294.52302119245309      ,  3.09957662818798269E-003 ,  8.58219757440279894E-004 ,  6.06789149272303351E-017
  1.96748213766694268E-004 , -2.13541553503680467E-003 , -1.04398777647235746E-003 ,   46.676817070568973      ,  -64.888820405982315      ,   45.594208079640126      ,  2.38508277515070855E-003 ,  2.39872420111087597E-004 ,  1.24686476973304320E-015
 -1.10581287596221729E-002 ,  1.01187634468195078E-002 ,  1.19825775555808820E-003 ,  -565.44484544915599      ,  -60.790944932005054      ,   70.907832451603397      ,  1.50368682579129064E-002 ,  1.38651973313591614E-004 ,  1.10541741607562859E-017
  3.56986508895189847E-002 , -3.95824788429851790E-003 ,  8.32807387956509119E-004 ,   870.52200749662131      ,   182.21912426299721      ,   63.204864700230601      ,  3.59270785034177670E-002 ,  4.03545209767263346E-004 ,  2.47554453312747404E-019
  2.44687200254355532E-003 , -3.56532535181908021E-003 , -9.45772846437012709E-004 ,   492.07735141290732      ,   558.02670873534919      ,  -129.82528412246793      ,  4.42642222773798749E-003 ,  6.04340819619775239E-004 ,  1.60739195774225378E-015
